PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
9696,2759,2023-02-13 21:38:12,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,145,273,163,56167,430,Ericport,23,Male,0.77
9697,2674,2023-01-21 00:50:41,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,229,11,144,3966,686,North Christina,48,,
9698,1791,"October 11, 2023 16:42:21",Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,722,1,0,13129,849,Ericksontown,68,Female,-0.02
9699,4582,12/27/2023 02:20 AM,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,496,433,119,38981,3833,South Cynthiafort,54,Female,-0.29
9700,1962,"March 12, 2023 18:05:00",Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,305,348,66,99989,4062,Flowersberg,25,Female,0.8
9701,2309,07/10/2023 02:36 PM,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,541,404,48,3040,2605,West Dianamouth,64,Male,-0.48
9702,4525,06-07-2023 01:01,Breaking news: Major policy changes have sparked debates in the parliament. #policy,#policy,Politics,460,6,286,14205,332,Parkland,42,,
9703,4833,08/24/2023 05:42 PM,Stay informed: New government policies are reshaping public discourse. #policy #election,"#policy, #election",Politics,806,499,23,94698,4359,Taylorberg,24,Female,0.82
9704,1833,28-01-2023 23:26,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,627,474,210,94680,1229,New Territown,33,Male,0.48
9705,1316,"July 20, 2023 06:42:21",Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,907,11,292,64656,2096,South William,24,Male,0.36
9706,4661,30-09-2023 09:24,Breaking news: Major policy changes have sparked debates in the parliament. #policy #debate,"#policy, #debate",Politics,225,339,62,22889,904,Campbellside,74,Other,-0.9
9707,2320,2023-02-03 20:40:09,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy,"#election, #policy",Politics,58,56,55,13318,666,East Brandon,51,Male,-0.59
9708,3385,03-12-2023 12:03,Living my best life—enjoying every moment and embracing wellness. #health #travel #food,"#health, #travel, #food",Lifestyle,75,77,17,17986,3280,South Rachelport,56,Male,0.33
9709,2330,2023-04-16 20:19:15,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #travel,"#health, #travel",Lifestyle,427,73,76,17229,2138,East Ronaldmouth,16,Male,0.57
9710,4499,"June 24, 2023 02:15:16",Exploring new travel destinations and delicious cuisines—life is an adventure. #health #travel,"#health, #travel",Lifestyle,727,232,259,35480,3923,South Roberto,43,,
9711,1350,2023-07-21 04:52:48,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,131,278,120,1608,4664,Jimberg,36,Female,-0.96
9712,1510,07/29/2023 04:24 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,931,29,183,67406,1078,Lake Jonathan,54,Male,-0.38
9713,3572,01-10-2023 04:53,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,497,366,47,77607,1094,Jackieberg,61,Female,0.29
9714,4929,2023-05-03 16:18:48,Breaking news: Major policy changes have sparked debates in the parliament. #debate #election #policy,"#debate, #election, #policy",Politics,815,313,146,34829,695,South Stephanie,32,Other,0.02
9715,1491,2023-03-30 23:21:08,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,909,94,281,9887,990,East Sabrina,20,Female,-0.98
9716,2931,"September 22, 2023 23:41:38",Incredible performance today—truly a masterclass in sportsmanship. #football #basketball #olympics,"#football, #basketball, #olympics",Sports,592,307,293,40619,4387,Port Hannahbury,45,Other,-0.7
9717,2617,25-03-2023 09:13,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics,"#football, #olympics",Sports,304,55,79,3758,392,Simpsonmouth,50,Male,0.5
9718,3056,2023-03-01 16:56:10,What a game! That last-minute goal was simply unforgettable. #olympics #football,"#olympics, #football",Sports,66,9,235,23461,1716,East Kenneth,48,Female,-0.4
9719,2520,"February 25, 2023 19:50:16",Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,229,402,228,88629,2514,Littleshire,60,Male,-0.77
9720,4796,02-03-2023 07:26,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,982,146,283,66101,87,New Emilyfurt,20,Female,-0.9
9721,2583,2023-07-27 08:15:33,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup,"#AI, #startup",Technology,332,363,60,84089,4481,Kramerchester,72,Other,0.7
9722,3608,2023-10-07 08:27:58,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,904,86,219,25908,2210,Port Robertview,36,Male,-0.06
9723,4892,06-03-2023 08:27,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,276,252,88,13974,300,South Heather,29,Female,0.01
9724,3487,02/04/2023 05:32 AM,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,872,186,263,23047,3466,New Christophershire,77,Male,-0.88
9725,2575,08-08-2023 06:06,Just watched an amazing movie—highly recommend it to all film lovers. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,583,427,227,40384,3995,New Caitlin,51,Male,-0.02
9726,4946,04-01-2023 11:06,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation,"#startup, #innovation",Technology,720,232,102,59251,313,Harrisborough,67,Female,0.29
9727,3839,03/17/2023 08:00 AM,Entertainment buzz: A star-studded event lit up the night. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,783,252,87,19532,4726,South Johnview,73,Female,-0.75
9728,2761,2023-01-19 01:04:09,Entertainment buzz: A star-studded event lit up the night. #movies,#movies,Entertainment,143,442,22,69678,1464,Travisville,43,Male,0.81
9729,2991,13-03-2023 00:40,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics,"#football, #olympics",Sports,250,223,292,86159,1671,Guymouth,40,Male,0.57
9730,4179,11/14/2023 08:51 AM,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food,"#travel, #food",Lifestyle,795,339,266,4302,1803,Laurastad,44,Male,0.6
9731,2268,08/10/2023 03:55 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,690,3,16,38992,611,Hebertside,19,Male,0.07
9732,4326,"April 17, 2023 23:56:01",Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,951,352,284,45305,3632,Karenmouth,26,,
9733,3080,2023-01-06 20:10:55,Incredible performance today—truly a masterclass in sportsmanship. #football #basketball,"#football, #basketball",Sports,79,111,161,7873,1207,Lake Frankmouth,66,Male,0.28
9734,2046,01-12-2023 23:31,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics,"#basketball, #olympics",Sports,56,192,77,17771,1815,Middletonfort,63,,
9735,3892,05/23/2023 10:37 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food #health,"#travel, #food, #health",Lifestyle,365,140,121,8401,4206,New Alexanderfort,42,Female,-0.73
9736,3613,2023-01-03 17:47:04,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,307,322,111,95057,3885,North Ernest,42,Male,0.08
9737,4892,"November 30, 2023 14:36:06",Political update: Today's debate on election integrity was intense. #debate,#debate,Politics,173,139,238,80210,3591,East Carolyn,28,Other,-0.04
9738,1048,20-04-2023 10:49,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,461,348,209,32729,3179,Port Andrewport,35,Female,-0.7
9739,1461,08/19/2023 03:10 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,749,438,1,54071,3306,North Ryanmouth,43,Male,0.06
9740,3637,"September 04, 2023 19:40:19",Celebrity update: The latest music release is topping the charts. #music #celebrity,"#music, #celebrity",Entertainment,677,444,202,52042,3153,Adamtown,24,Male,0.09
9741,1335,"July 12, 2023 12:32:36",Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,595,94,286,29099,4802,South Kathleen,15,Female,0.74
9742,2381,"August 29, 2023 18:28:18",Attended an inspiring tech conference—innovations are on the horizon. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,492,40,116,99265,4314,Patricktown,79,Male,0.52
9743,2145,2023-04-27 15:05:32,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football,"#olympics, #football",Sports,559,419,299,95744,1095,Lake Billyville,50,Male,-0.56
9744,4515,02-12-2023 18:06,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,638,1,113,74288,2907,New Jennifer,28,Female,0.64
9745,1358,18-02-2023 05:18,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,680,277,73,83124,1152,Crystalberg,16,Male,0.94
9746,4673,19-11-2023 19:57,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,865,149,240,82763,2785,Lawsonburgh,32,Female,0.43
9747,3393,04/28/2023 11:54 PM,What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,373,40,53,18894,436,Lopezport,57,Female,0.57
9748,1192,"June 24, 2023 12:35:09",Just watched an amazing movie—highly recommend it to all film lovers. #music #movies,"#music, #movies",Entertainment,954,350,158,94004,1662,Yatesville,25,Female,-0.47
9749,2439,02-01-2023 01:54,Celebrity update: The latest music release is topping the charts. #music #movies,"#music, #movies",Entertainment,348,115,108,46636,1615,Matthewchester,14,Female,0.98
9750,2400,09/13/2023 11:19 PM,Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,66,119,279,70629,3405,South Kathrynhaven,43,Female,-0.65
9751,4534,10/21/2023 04:31 PM,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation,"#AI, #innovation",Technology,329,236,152,74270,2426,North Earlville,40,Female,0.5
9752,1755,28-01-2023 09:41,Breaking news: Major policy changes have sparked debates in the parliament. #policy #election #debate,"#policy, #election, #debate",Politics,851,269,162,1933,2557,Lake Keithfort,71,Male,-0.21
9753,2684,11/04/2023 07:37 PM,Just watched an amazing movie—highly recommend it to all film lovers. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,193,348,56,33753,2250,East Laura,23,Male,-0.29
9754,4217,"December 20, 2023 20:55:41",Living my best life—enjoying every moment and embracing wellness. #food #travel,"#food, #travel",Lifestyle,154,290,213,15419,4054,Robertview,47,,
9755,3525,06/05/2023 02:24 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,159,433,27,3704,2822,West Maxwellfort,61,Male,-0.12
9756,1827,30-08-2023 04:58,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,695,8,203,5457,856,Velazqueztown,56,Female,0.58
9757,1889,27-11-2023 12:25,Living my best life—enjoying every moment and embracing wellness. #travel #health #food,"#travel, #health, #food",Lifestyle,265,238,32,16357,3833,Lake Mitchellside,70,Male,0.88
9758,1652,2023-01-27 10:39:58,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,167,117,121,29032,3079,Murphyshire,63,Female,-0.17
9759,3455,18-12-2023 15:01,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,144,351,15,62836,690,New Daniel,29,Male,0.3
9760,3333,"January 18, 2023 17:38:57",Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food #health,"#travel, #food, #health",Lifestyle,185,314,153,61819,4136,Garciahaven,16,Male,0.58
9761,2921,01/10/2023 01:39 AM,Living my best life—enjoying every moment and embracing wellness. #health #travel,"#health, #travel",Lifestyle,885,311,217,65515,3045,West Shawnview,45,Female,-0.8
9762,1850,"May 11, 2023 18:51:07",What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,864,474,104,64513,2288,Wilsonfurt,74,Female,0.92
9763,1110,"March 29, 2023 22:11:53",Political update: Today's debate on election integrity was intense. #election,#election,Politics,773,9,76,56341,2149,Lake Robinburgh,55,Female,-0.58
9764,1619,2023-05-02 00:33:19,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,422,24,86,85241,2692,West Danielborough,54,Female,0.83
9765,4950,07/07/2023 10:22 AM,Stay informed: New government policies are reshaping public discourse. #debate #policy #election,"#debate, #policy, #election",Politics,785,496,30,1696,2438,Port Stacey,63,Male,0.97
9766,1792,"July 10, 2023 02:22:43",Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,456,172,99,59115,4162,Tuckerfurt,50,,
9767,3097,01-06-2023 20:02,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,839,224,154,30833,4135,South Carolynchester,55,Male,0.79
9768,4085,10-01-2023 00:25,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,344,10,291,9857,291,South Anthonyview,60,Female,0.28
